sentiment,review_body,product_category
0,I wish i could wax poetic about this gorgeous cardigan. i would have happily bought it in both colors except for the deal-breaking design flaw - the extremely tight sleeves. even if you have stick-thin arms  i don't know how you would ever be able to wear anything other than a tank top under it. sadly for me  this was a no go :(,Lounge
0,I wanted to love this dress--a throw-on-and-go outfit that was casual enough with sneakers for errands but stylish enough with dressy sandals for a brunch date--but didn't for a couple of reasons.    first  it is way too short for me  especially on the sides because of the war the ruffled bottom lay  to wear as a dress. it was more tunic length- but i wouldn't want to wear pants underneath because it would take away from the overall aesthetic. also  the ruffled sleeves give me unwanted volume th,Lounge
0,Like the other reviewers i was disappointed to receive the gray dotted sweatshirt with a zipper down the center when it was not in the model picture. looks like this item has since been removed from this listing...would have been nice to have the correct item pictured in the first place.,Lounge
0,I love these pants. like  obsessively love  like didn't want to take them off to wash them  love. annnnd i wish i hadn't because they came out of a delicate cycle cold water wash with a huge part of the leg seam ripped apart like a spider web. maybe i just got a bad pair  but i wasn't prepared to have to patch them after one wash for the price.,Lounge
1,Love these pants -- the colors  style  fit. however  this is the second pair of retailer active pants i've ordered that i've discovered had a hole in them. these are not cheap pants  so the poor quality is inexcusable.,Lounge
1,These are nice  flattering bra with light to medium suport. however the colors and patters are not quite as pictured. i almost suspect they are slightly different on each bra. exmaple: on the picture online the left side seems to be a light blue and the right one orange. on the bra i received the left side is a darker  bluishgreen color. the right side is orange and light purple. i would hae prefered the colors on the photo but it is not a big deal i guess. i ordered the color block shorts as we,Lounge
1,As a mom  items in my wardrobe that are easy to throw on in a flash  comfortable to run around in with my kids  and still look like i took some time putting together my outfit are priceless. these fit the bill on all counts. they look fantastic with a pair of booties and a light  flowing top.  these have to be the most comfortable joggers ever made.,Lounge
1,These are a bit oversized  order a size down. they are a nice weight and look great under tunics.,Lounge
1,I know this is labeled under activewear  but the fabric is a dream  it's incredibly flattering and could absolutely be worn in any outfit! i just bought the moss and may end up getting the other colors too. i generally am a l or xl  and the large fit well. it's alined and has a bit of stretch to it. it's so comfortable! highly recommend!,Lounge
1,These shorts are super comfy and the color is awesome!,Lounge
1,Love this shirt and the details on the collar.,Lounge
1,I'm always looking for easy casual items that will withstand being washed a million times  and i think this one will fall into that category. it's a nice thick knit - durable yet soft and sooo cozy. length is fantastic for leggings. i'll basically live in this on weekends!,Lounge
1,Comfy  cozy  and great bargain for the sale price.,Lounge
-1,Thought i would splurge on a tracy reese coat. i got a size small  (120  5'6) felt huge on me and i looked like a wooly mammoth. very unflattering. another reviewer also mentioned on how it flairs slightly at the bottom?.adding to the overall bad look. i had it on for about 20 seconds and put it back in the bag to return. din't have to ponder about it at all.,Outerwear
-1,This sweater coat is very bulky and has an odd and unflattering shape when on.,Outerwear
-1,When i read car coat  i expect a little more weight. it really is just a thin  long blazer. also  the colors appear different online. i expected a red/maroon with bue and white stripe  so maybe i mis-read completely...? it is actually brown/mustard/beige combo. not what i expected  so it will be a return.,Outerwear
-1,Unfortunately  does not look anything like in the picture. looks like an oversized house robe. i expected much more but was disappointed. i am definitely returning it.,Outerwear
-1,I saw this in the store and was glad i didn't order it earlier online. i thought it would be beautifully stitched but it was rather flat and unimpressive in person. i like more unusual and flattering pieces  and this just wasn't it. no compliments here.,Outerwear
-1,"I tried on an xs and it was boxy/roomy in the torso and the pocket on the wrist/forearm area made my arm look too bulky when i rolled the sleeves up like the model pictured. i love the idea of a relaxed fit cropped leather jacket in a versatile taupe color but when i tried this one on in person  it took me back to my childhood. i used to help my dad wash his cars when i was a kid and he used a leather chamois (""shammy"" for short) that was awesome for soaking up water. and that's what it felt lik",Outerwear
-1,"Despite retailer's claim that they have ""fixed"" the button issue on this coat  beware. they haven't. i ordered this coat november 18th  feeling safe that the issue that scores of other reviewers had noted was fixed  because retailer indicated ""rest assured  this issue has been fixed"" (as noted in the item description). feeling confident that i'd get a non-defective coat at this late date in the quality assurance cycle  i was severely disappointed to open my shipment tonight (nov 24th) immediately di",Outerwear
-1,I wanted to like this coat so bad! i loved the bright red color and design  but when i received it  it seemed very cheap and just too large. i returned it.,Outerwear
-1,I loved how this looked on the model  however  once i tried on in store  i was greatly disappointed. i usually wear a meduim and the small and extra-small were huge on me. there was so much extra material that i was swimming in this. i had such high hopes for this. there were no petite sizes to try on in the store but i am not sure it would have helped.,Outerwear
0,Wow  this runs small! i'm thinking the accidentally sent me an xxs?!?,Outerwear
0,What a let down. this is not what i would call a coat but a sweater. it is unlined and very lightweight. the fit was cute and would have been so great if it was actually a coat.,Outerwear
0,I loved this vest from the moment i saw it. sadly  though  it runs way too large. i first ordered it in a small and then an xs when it popped back. even the xs was too large around my shoulders and waist. the color was also a bit more beige than in the photos  which was ok  but i had to return it because of the size.,Outerwear
0,This would be perfect except for the ridiculous attached scarf. the material is so soft and luxe. the colors are richer in person and perfectly go with everything. but the attached scarf ruins everything!! the scarf is not flattering and takes away form the cute buttons on the front. if the scarf could be removed it would be a great sweater coat. so disappointing.,Outerwear
0,It seems this coat could have been manufactured under a smaller spec size because the size large looses shape and where it hits on the waistline is unflattering. quality is high however,Outerwear
0,I just loved this when i saw it in store. beautiful fabric  lovely color. i ordered a small petite because petite xs was sold out. i imagine it might be a little better if it were a size smaller  but there is sooo much fabric in the pleated bottom  unless you are blessed with exceptionally long legs  it might end up looking like a witches coat. at least that is what i was told by my daughter.,Outerwear
0,I agree with the other reviews that the sleeves can be tight even for those with slim arms. life would be great in this coat if my arms were always down by my sides. but when i lift my arms that's another story. i also agree that the material wrinkles easily. this is a high-maintenance item as far as pressing and ironing goes. it is a very pretty feminine coat but i would reconsider this only if it goes on sale.,Outerwear
0,I was so excited for this coat when i saw it in the catalog  but disappointed when it got to stores. the faux fur pictured both here and in the catalog looked much more of a burnt red brown color than the straight up maroon that it actually is in store. i'd say it even looks a bit purple. the nice thing is that it is detachable and you can replace it with something else if you really don't like the color. i have decided to buy it anyways because the fit of the coat is lovely and simply stunning.,Outerwear
0,I wore this coat one day and the buttons started falling off. it stretched so much. i'm going to beg my local store to take back. it shouldn't fall apart like that. it's super duper cozy though.,Outerwear
1,This arrived in my store this morning and it is as cute as it appears online!! i'm a curvy gal so i honestly wasn't feeling like this would look good on me. but it is thick and the fabric is sturdy so it lays on me exactly the way it does on the model! the fabric on the blue side almost has a vinyl feel to it...like it would be rainproof! the sherpa layer is super soft and in my opinion  even cuter than the blue side! the trim is all lined with a faux leather and the ties on each side can be adj,Outerwear
1,I sat on the fence almost too long on this piece and finally ordered one when it popped up as a return...so happy imwas able to snag it. it is incredible. i put it with my favorite closed jeans and chanel work boots and wow! i also have tried belting it where the fur begins and that looks equally fabulous. imput true to size as it is suppose to be roomy  to many people ruin styles by trying to get them to fit in a way they were not meant to...embrace the uniqueness of this piece and roder true t,Outerwear
1,This jacket is so well made and absolutely beautiful. i usually wear a size 4 or small in everything at retailer. sadly i ordered a small and will have to return it  too tight on chest and arms. i recommend going a size up. also this jacket is really cropped  probably needs a hifh waist pant to compliment it  otherwise might appear too short.,Outerwear
1,Love this piece. it is warm and attractive and will set any outfit off from a dress to jeans and a t-shirt. i look forward to wearing it often.,Outerwear
1,"First of all  i'm not a ""navy"" person at all. i much prefer black or other bright colors. i received an e'mail showing this trench last saturday and i pulled it up online and noticed how darling it looked. i didn't order it  but i went back the following day to check it out again. it was nowhere on the website. then a few days ago  back it popped up online again. i noticed it wasn't in my local store so i thought i'd go in and look this weekend. i just had to see it. i actually made it to the st",Outerwear
1,I ordered the chelan wrap coat in the beautiful red color. it's artsy and will be fun to wear with jeans and other casual clothing. it's super comfy and fits true to size.,Outerwear
1,This jacket is stunning. the vegan leather has a slight shimmer. the waterfall fabric is nice and soft. it's really beautiful and unique. cropped jackets tend to shorten me  but the cascading waterfall fabric add a nice little bit of length that just balances the jacket nicely. the sleeves in the xxsp petite size that i tried on were tight. they were better in the xsp but i won't be wearing any thick sweaters underneath. it fit everywhere else. i'm usually an xxsp  and sized up for the arms. ove,Outerwear
1,I got the jacket in the gray. it's a pretty pretty shade of gray. it's soft and feels really good on. it's short. like hits at the waist. i have long arms and the small for perfect which i was very pleased.,Outerwear
1,Love this coat! beautiful pattern and thick enough to keep you warm with a lining inside. i am short so i got the petite and it fits perfectly in the arms and overall length. i read other comments about the button being too low but i didn't find this to be true. i liked the lower button as it allows you to show some of what you have underneath.,Outerwear
-1,I was very excited to receive these pants and wished they had worked out as the fabric is structured and yet comfortable. however  while stretchy they looked very tight on the thigh and yet were too big in the waist. i will acknowledge i'm a runner with somewhat muscular legs  but was hopeful these pants wouldn't cling to them. for reference  i'm 125 lbs and usually wear a size 25-26 in pants.,Pants
-1,Pants are overpriced and very uncomfortable. to my utter dismay i wore them during a business trip for the first time and ended up with bruises caused by the side zipper. i have been a long time retailer shopper and usually my go to store  however ending up with a pair of pants that caused me pain was a very big disappointment ,Pants
-1,The black band seemed to cut across the widest part of my hips  emphasizing them. the pants are sheer. the fabric was not comfortable against my skin. overall  the pants were a miss.,Pants
-1,Too small... too flare... nice thick fabric. not my favorite pant.,Pants
-1,I thought these were gorgeous and was going to buy them although the price was a bit high. in fact  two separate women came up to me as i was walking around the store and asked where i got the pants because the colors are so vivid. however  as we were looking at the items  we noticed that both the green and the blue both had several small holes in them due to stitching quality  as the previous reviewer noted. therefore  none of us purchased the pants.    the staff at the store were very helpful,Pants
-1,Hei hei is my favorite line. i am a medium in all of the pants i have ever purchased from this brand.  i ordered these in the green and they arrived today. they fit me as if they were an xxl. i have a similar pair in rust from last summer so i assumed that they would be the same.   obviously they are going back tomorrow . i'm very disappointed  they are a nice looking jogger and the color is pretty.,Pants
-1,I really wanted to love this  but it was just too voluminous to be flattering. i am typically a size 10 or 12 in dresses and jumpsuits  and the medium was billowing around me. also the elastic waist hit me low and bunched in an unflattering way. it had to go back.,Pants
-1,I ordered a small and the top part was huge yet the bottom a little snug. you need a big chest and small legs and bottom. too bad. it's very cute.,Pants
-1,I'm petite  but even if i weren't  i think this runs very large  isn't form flattering at all  and overall looks dull. it most definitely does not justify the price. material is thin.,Pants
0,Ok  if i had a different body  this would be awesome but i have a big butt and meaty thighs so just did not flatter me. although my husband couldn't tell that the pants were tugging on me (thanks to the pattern it does camouflage)  it was uncomfortable. so if you are built like me  this isn't the jumpsuit for you.     this is a well made garment but there is no give in the butt and thigh area (hence would not recommend for my thick thighed sisters).     for reference  i am 5'3 and 150 pounds. th,Pants
0,I love the fit of these pants. i bought them in several colors  but unfortunately when i laundered the teal blue pair  the places where the liquid detergent touched them (not bleach  detergent) look like they've touched bleach. i washed them in cold with regular detergent but will be unable to wear them after one wear. i was confused and even checked the detergent to make sure it did not have bleach in it  and it does not. very disappointing and i hope this is not true of the dye in the other co,Pants
0,I so wanted to love this jumpsuit but unfortunately the fit is so off. it runs small and the crotch is to high. the color is beautiful and the design is great. it's really sad i waited two months for this and it was definitely not worth the wait.,Pants
0,I ordered a large  and was hopeful that this would be as comfy and stylish as others reviewed. for me  it was not. it ran a little small on top  buttons bulged at my chest  and was hard to put on. bottom part fit well (although flattened my butt unflatteringly). i'm sure this works for some  just wasn't the right fit for me. sent it back.,Pants
0,I purchased these pants in blue  they fit great - only problem is that one leg is about 1/2 inch longer than the other. i got them on sale with a discount so i will keep them and take them to a tailor to fix. bummer.,Pants
0,I wish these zipped up instead of the drawstring. they are super cute but don't care for the way they sit on the hips.,Pants
0,These are beautiful pants  especially when you walk  they are simply beautiful and flow nicely. however  they are soooo very long (i am 5 5 1/2) and even with a big wedge's i would have to get these altered. the waist seemed very small  i am a sz 12 (10 in some stores) and i got the large and it was way too tight in the waist and have no stretch or give at all. . probably a sz 10 at most. so unfortunetly they have to go back.,Pants
0,These pants are cute. they seem  to me  to have a wider leg than appears on the model. they do run big  so i would recommend sizing down if in doubt. these are cute pants that can be dressed up or down  but unfortunately  look pretty sloppy by the end of the day  as they stretch and wrinkle very quickly. since they already run a bit big  this is a major negative. i wore them to church  and they were quite wrinkled by time i got home. by late afternoon  they looked like a different pair of pants.,Pants
0,I found these to fit odd. i am also use to wearing the skinny jeans so trying a wide leg was a bit weird anyway. the placement of the pockets and the way it hit my waist was awkward and not flattering. i am usually a 8/10 and the 8 fit but just did not look good.,Pants
1,"I am pear-shaped and often have a hard time finding pants that fit just right. these did the trick!! they are slim in the waist  but have plenty of room for bigger hips. the overall fit is body skimming/hugging  but they are not tight or uncomfortable in any way! and i have no gapping at the waist. the fabric has a slight sheen to it and a little stretch  but they will be a perfect pant for the office. for reference  i am 5'4""  34/26/38  and i got a 6 regular.",Pants
1,"Love these pants! thank you retailer for making ""tall"" really tall! i am 6 feet and have to wear heals keep the pants from dragging- love it! i got the black- not 'shear.' they run just a tad small. i am a 4/6 in pants and the 6t just fit me.   i wear with a tank for casual  beach look; colorful silk top for a dressier look- very versatile.     i just may have to buy this in the green. (i would get the white  but some reviews say they are pretty shear.",Pants
1,"These culottes are fun. i bought the neutral color with the black stripes in xs. in my opinion  they run big. i am usually a small (4-6)  31"" waist  38"" hips. pleats at the hip and low waist area are not always my friend  but with a longer tank or shirt  they looked fine. the fabric moves in a graceful way and these culottes can be dressed up or down. so far  wrinkling isn't a huge problem but we'll see. i am 5' 9"" tall and these fall about the same place on the model--mid calf. they looked grea",Pants
1,I have been searching for these pants my whole life. i have them in several colors. i wear the moss most often. i'd recommend your normal size or size down if in between sizes. they stretch a bit as you wear them. one other thing- after being washed and dried the color has lightened significantly.,Pants
1,Probably should have noticed the material this jumpsuit is made of before buying. tencel  thus little to no give kind of like linen and silk. beautiful material  soft with a slight sheen. the top portion fits well and the triangles cover the girls well (36dd). unfortunately there is no give on the back end for my bottom which is quite round and its tight around my thighs which aren't small either. (l/xl and 14). and sadly an xl would be too big upstairs and baggy around the middle. sigh  oh well,Pants
1,My favorite pants  casual and a bit dressier by changing my top. comfortable  classic  well made,Pants
1,I've been looking for comfortable pants for the summer.  this pants is the answer.  it's comfortable  thin  and yet not to sheer.  this pants a bit loose  i could fit in s.  i usually buy size 8 or 10 for shorts from retailer  so i'll say this pants run big.  the con with this pants is the stitching around the back pockets is not very sturdy.  i found tiny holes on 2 other pairs before i bought mine.,Pants
1,Super cute  well made  great embroidery. waist runs big.,Pants
1,These pants are so flattering  comfortable  and silky smooth. a versatile fall staple for sure. i bought my usual 28 and they fit perfectly.,Pants
-1,The picture makes the shorts look structured. i assumed they were made of a heavier cotton material. i was disappointed when they turned out to be a light weight polyester.     also  this runs way too big. i am busty and did not fill out the top of the xs.    i wouldn't even buy this at the sale price.,Shorts
-1,Beware. white is not white. white is more cream  off-white  light beige. i was really looking forward to these shorts but was immediately disappointed when i saw the color. they are cute  but not white. i bought them to wear with the nautical look tops for this summer  but unfortunately  creamy colored shorts don't do much for navy/white tops.also  the button is very difficult to open/close.otherwise they are ok.,Shorts
-1,I love the way these shorts fit and look; very comfy  but after laundering one time  the lavender color became blotchy. used regular detergent in gentle cycle and it looks like someone poured bleach on them in random areas & they are unwearable! i have several colors  but the only color that was a problem is the lavender. $58 for one wear was a waste. i hate to leave negative feedback  but be careful with laundering.,Shorts
-1,I was excited to get this romper  but it just didn't work. i'm petite with a large bust and the blousy design of the top portion just hung like a bag on me. returned.,Shorts
-1,I really wanted to love the shorts.  when i read that the shorts were lined  i expected them to be lined so that my underwear didn't show.  even though the shorts are lined  you can see through the fabric completely.  this was absolutely disappointing since the shorts have a lovely exterior design; pockets; and  comfortable waistline.  i'm returning the shorts as well.,Shorts
-1,These are my all time comfiest shorts and i am obsessed with the lavender color. sadly  using free and clear detergent on a cold  delicate cycle made the color turn splotchy  and they are unwearable. this happened once and i exchanged for another pair  but i'll be returning this pair. i'll be sad to see my favorite color go  but there is obviously a defect in the dye used. maybe i'll try another color!,Shorts
-1,I was disappointed when i got this romper in the mail. the picture looks much cuter than in person. although it's true to size  it looks pretty baggy on. also  i thought the grey (top) and blue (bottom) were too similarly colored; more contrast would have been nice. i'm returning this item.,Shorts
-1,Pilcro stet roll ups are my fave! i have about 5 or 6 pairs and i needed a replacement for my light wash so i went in the store and tried these on. wow has the quality changed. the denim is a lot lighter in material  now  the wash isn't as real  almost like i'm wearing jegging shorts. these were my favorite but now i'll have to look for light wash denim shorts elsewhere because these new ones just wont cut it anymore! why  pilcro?? the sizing is about the same  they run a little large due to the,Shorts
-1,This pants the worst short that i ever had!!  i bought ;this short last week and i laundry it yesterday and it came out lost color!!  i was really shock definetly will return it to store.  fyi  i never use chrolox or bleach when i laundry.,Shorts
0,I know rompers typically aren&amp;#39;t the easiest and while i loved this fabric this was a pain to put on no zipper  etc. and the buttons are tiny and since the fabric doesnt stretch it is difficult to even try on. the length of the shorts was great and the fit was just ok all in all i don&amp;#39;t think it is worth the price.,Shorts
0,Fabulous fabric  adorable details. fitting is very  very odd. it's non-adjustable in any way. the fabric has no stretch at all around the middle and the underwire of the bra is very stiff which i found painful. the straps were kind of loose  but there is no way to tighten them because of the frills. when i bent over  the shorts exposed the bottom of my butt. i'd get a larger size  but then i can't adjust the straps and they would definitely be too long and leave my breasts very exposed. overall ,Shorts
0,I had a few pairs of these high-waisted beauties last year and love them so i was thrilled to see them in this adorable pattern which is even cuter in person. unfortunately  the cut is different. the sides  covered here by the model's hands  flare out a bit which is the function of the sectioning that the piping accentuates. the top is not the definitively high-wasted height from last year. i don't own anything else high-wasted  being an apple i'm generally a low-rider owing to a small hips/butt,Shorts
0,I wanted to like this romper  it is very cute and colorful  but to top was overywhelming for my size and made me look even shorter.,Shorts
0,"The shorts are very cute  very nice quality and intricate detailing! the sizing is tight in waist and very big in legs not flattering at all. i'm 5'1""  115 lbs. they are going back.",Shorts
0,I love the look and feel of these shorts - typically my issue with any sort of cotton or linen shorts these days is that they're practically made of nothing  but these are comfortable and made of decent fabric. however  they run very large. being 100 lbs and about 5'  i typically buy size 0 or xs  but these looked a bit ridiculous on me  with how big they are. i tried shrinking them in the wash  since they're 100% cotton  and that helped some  along with getting rid of the creases from shipping,Shorts
0,"I'm 5'4""  130 lbs  curvy and fit. i'm usually a size 6 but when i tried these shorts on  they were tight. i sized up to an 8 and they looked better. but overall the fit was not flattering on a petite  curvy frame. i think these shorts would work on someone taller and a bit thinner in the thigh area.",Shorts
0,I'm pretty disappointed in these. just bought the yellow pair and wore today for the first time. super cute and very comfortable. i was in love with them. they got two small stains on them from the day's activities ( and not even crazy  untreatable stains). unfortunately  the stains did not budge yet the color of the shorts washed out. they are completely ruined after one washing (on cold). i'm hoping this was a fluke and plan to order a second pair before they sell out. these will be going back,Shorts
0,I fell in love with this romper and it was my go-to for any given day  but as soon it got wet the blue dye bled everywhere  so i had to return it.,Shorts
1,"The attention to detail in aligning the pattern is excellent as always with this brand.  .  i tried a size 2 and it fit fine  just above my long waist ( 5'2""  currently 33-25-37.5 with narrow hips and fuller thighs). i have several other cartonnier shorts in sizes 0 and 2  depending on my weight  and these fit similarly. i think the size 2 petite would be a bit lower but it's sold out now.  .  the only reason i passed was that the fabric has a polyester fusible interfacing so that it keeps its s",Shorts
1,Lovely! feels like you are wearing silk and hits for comfort in all the right places. still mulling whether the short length is appropriate and if my athletic/full lower body is complimented by this cutie...needed a second opinion to push me over the top and take this home as a summer staple,Shorts
1,I bought these in a few different colors because they are so comfortable and perfect for summer. they fit true to size if you want a more relaxed fit. i sized down for one pair for a more fitted look.,Shorts
1,I can't say enough good things about this romper. i am curvey on the bottom and have never been able to get on board with the romper trend because all the ones i had tried were too short or were clearly made for models and teenagers. this romper is a great length and style for all ages and body types. the material is so soft and is the kind of material that won't easily wrinkle. it can easily be dressed up for a night out with wedges and jewelry or dressed down for day with  flats (and maybe eve,Shorts
1,"I am 5'7 and 125lbs w a muscular bubble butt from climbing and biking. usually have trouble w shorts fitting right because my legs and waist don't match my butt. these shorts run large   i got a medium which should have been okay but they stretched out quite a bit after one wear so am returning for a small. it's crazy for my butt to be in a ""small""anything. so- if you are a skinny minny  or have a flat butt  these may not work for you in that you don't have anything to hold these up besides the",Shorts
1,Love these shorts - got 2 pairs on sale just because it's hard to find shorts that fit nicely and are comfy with a great length.,Shorts
1,I love these shorts. would buy them in every color! the colors are all fabulous and the fit is great too. not too short  not too tight. very soft comfy feel.,Shorts
1,Love everything about it but had to get a size bigger to be long an off/ to short for a mom. if i was 20 would be fine.,Shorts
1,The fabric design of these shorts is so great. i don't adore the fit  they are a little short waisted for my long torso and the leg openings flare out more than i prefer and are about 1/2-1 inch longer than i would like but i can fix the inseam issue by hemming them. i may still pick them up just because i love the fabric so much.,Shorts
-1,So you're thinking this is a red and black skirt right? nope. it's an obnoxious cherry red netting with cranberry crushed velvet insets overlaid on bright red actual spandex. spandex that shows every wrinkle and panty line. it's really god awful.,Skirts
-1,"I anticipated receiving this skirt as i love a longer pencil skirt and this looks beautiful. i opened it  tried it on  sent it back...it is well made but has too many negatives. first  it is very thick. i ordered size 6 (5'2""  140 lbs.). the size was good  but it is so thick that it adds lots of extra fluff around the waist and abdomen. it is also very stretchy and fits in an unflattering way. finally  and most importantly  it has a back and front vent and both are vented all the way up to the c",Skirts
-1,This is a beautiful skirt  but runs very small. i usually wear a size 8 and could not get the side zipper closed....at all.,Skirts
-1,I so wanted this skirt to work  love the design! but  it's way  way too long... i am 5  5  116lb  and the small is 1 inch on the floor. i step on the skirt as i walk.,Skirts
-1,"I wanted this skirt to work! it is soft  comfortable  and cute! unfortunately  it runs to short.  i am 5'8"" and would not be able to pull it off at work. i ordered a bigger size and it still didn't work.",Skirts
-1,I usually wear a 6 and ordered two other skirts at the same time. the other skirts fit perfectly and this one was more like a size 2. very disappointed for i really liked the idea of it.,Skirts
-1,This skirt is very pretty  but not only does it run small but only a small portion of the waistband is elasticized  so there's very little stretch. for those of us with a significant difference in our waist and hip measurements  there's no way to get this skirt on past the hips.,Skirts
-1,Very very boxy design/cut. try on first or buy knowing you are 90% likely to return. beautiful skirt but if you don't have the right body type/measurements  will not flatter you at all.,Skirts
-1,This skirt has no closure along the slit. i can't begin to understand how it could be worn as shown in the photo-you would be completely exposed. it completely baffled me,Skirts
0,"This is an absolutely beautiful skirt from the front. gives a perfect hourgass shape with the strategic color blocking. however  if you have ""shapely"" hips and back-side  this will definitely emphasize that. had to take it back. a little bit much for work and other formal/professional events. however  if you're less endowed in that area  it might work well. gives a great shape!",Skirts
0,This skirt looks exactly as pictured and fits great. i purchased it a few weeks ago and got lots of compliments on it. however  on the third wear  the side zipper split wide open. needless to say  it was returned.,Skirts
0,Love the print  length  and cut. but the tie waist hangs in a weird way and seemed like it would stretch out and sag after a while. sad to return it.,Skirts
0,"I love this skirt and wish i could keep it. but it is not for the vertically challenged. i am 5'0"" 130 lbs and the medium petite was about 4 in too long  even with wedges. my intent was to wear this with sandals so i have to return. boo.",Skirts
0,I returned this one. i usually love cecilia prado? s artistic textiles and was very happy with her floraknit dress  but this skirt was a disappointment . it simply looks different from the picture : it?s way more shimmery- metallic in person  (which i could see a lot of customers actually loved)  but to me it made it look cheap. also it lacks structure: the a-shape looks drab on this knit fabric.,Skirts
0,"For reference i am 5'5"" and 145lbs with an hourglass figure and bought a 8 petite instead of my usual 6 because i wanted it to be a bit shorter with the a-line design. the skirt fit perfectly  but the waistband is not stretchy like the rest of the skirt. the quality is great but the design and color is not. the skirt is actually much darker of a red than in the picture  more like a dark red wine. it is super a-line which was not flattering on me and the layers are all individual pieces of fabric",Skirts
0,Tried this on in store and it runs very small. i am a size 4  but have curvy hips  so i sized up to a size 6 and i couldn't even button it. i was hoping it was more of an a-line  but it's fit more like a pencil skirt. not very flattering on my body type. overall  cute design  but not for me.,Skirts
0,I don't love this skirt as much as the other reviewers do. it fits a little bit weird on me  and i wanted the tie to be adjustable so i could bring in the extra fabric a bit (the knot is not adjustable). the skirt is borderline tight around my rear and legs  so i can't size down. the knit is substantial  so that's something -- but i found the extra fabric around my middle just wasn't flattering on me. i had recently bought and loved lilke's tideline pencil skirt  which also has a fabric tie wrap,Skirts
0,Wonderful pencil skirt with subtle design to pair with a variety of tops or sweaters. fabric is nice and has a true 'fitted' design. however  the sizing is all off. it runs small and too long. i'm 5'3 and wait 25/26 in denim and a 2-4p in most skirts. the 4 is too tight and past the knee in length. more like upper calf. the 6 would be way too long. disappointed.,Skirts
1,"I ordered this skirt in my usual xs. when it arrived it looked tiny. the xs was almost impossible to get on. i ended up returning the xs for a medium  which fit perfectly (and is work appropriate). my measurements are 5'6"" and 125. my recommendation would size up two sizes.",Skirts
1,Very nice casual corduroy skirt for the fall. it sits nicely at the waist and the asymmetrical cut gives it some visual interest. it has a slightly a-line shape and the side seams round up a couple of inches. i took a point off for it not being lined  and the closure relies on the zipper alone instead of having a hook along with the zipper. i took my usual small and like how it fits. my only concern is that it is a little on the short side for me but since it's a fall skirt and will always be wo,Skirts
1,"This skirt is absolutely beautiful and in my opinion  totally worth the price. it's very  very well made and fits perfectly. i usually wear a size 4 but with skirts that are supposed to sit right at my waist  i size down to 2 so they fit properly. i did that with this one and i have to wiggle a bit to get it past my hips but once on it fits like a glove. i'm 5'11"" and the skirt comes to mid-calf on me which is exactly what i was looking for. love love love this skirt  i totally recommend it.",Skirts
1,And this one has a heavenly feel to it. i know it's not 100% cashmere  but it's soft and cozy. i love the understated colors and plan to wear it with a neutral/creme sweater. perfect to take from fall into winter.,Skirts
1,This skirt is true to size and very comfortable on! the colors are beautiful and deep! so glad i snagged this on sale! it will be a great piece to dress up or down depending on where i am going! love it! get it while you can!,Skirts
1,"Ordered in my normal size large and i love it. beautiful fit. striking pattern that's quite slimming. the stripes are deep chocolate next to a mauve purple gray on a white background. it looks black so lots of colors would work on top. the fabrication is a soft rib knit and it has a substantial elastic waistband. it overlaps in the front and the opening falls a bit  high so that may be a deal breaker for some because it does expose some upper thigh. i like the look but i'm 5'3"" so it works well",Skirts
1,This color rich pattern will transition nicely into the fall season. it wears well with a bare leg and will look great with opaque tights later in the season. the higher waist and gathering work well on my figure.,Skirts
1,This skirt is perfect! it just pulls on and lays nice and smooth. the fabric is soft and just the right thickness and stretch. i wore it with black tights and knee high boots for new year's eve and had many compliments! it runs a tad big. i am about 130lb and the small fits great although a tad larger than i would have expected. i assume it might srink in the wash a little anyway. my new favorite!,Skirts
1,Absolutely gorgeous shirt. the quality is outstanding! only problem is that it is too small. i am usually a perfect size 6 and this will not zip. returning for a size 8. you won't regret buying it!,Skirts
-1,I loved these pants - super soft and cozy and perfect for winter. i've worn them a handful of times and have washed them maybe twice max and they already have 2 holes! they don't say handwash and my washer/dryer is brand new and pretty gentle on my clothes. maybe i just ended up with a bad pair  but i found the quality to be disappointing :(,Sleep
-1,I ordered a size large  however as a large  my chest is large as well. this nighty barley covered me (in the chest region). the rest of the body fit well.,Sleep
-1,A truly unwearable slip: scratchy fabric  bunchy skirt  teeny bodice. it feels like you are wearing wrapping paper--the foil kind.,Sleep
-1,I splurged on this pajama set for myself and now regret it. even though the design is adorable  the fabric contains acrylic and the knitted fairisle part started pilling within the first week of wear. after a month and a couple washes  it looks horrible  and the fleece part is looking a little grungy as well. so so disappointed. the top is intentionally oversized and comes down to my crotch  i could have easily sized down.,Sleep
-1,I was so excited to get this robe in the mail but was beyond disappointed when i opened the package. the fabric is extremely stiff and thin. the fabric felt like something curtains would be made out of and the white background was see through. the robe is very short and cut small in the shoulders  therefore it looked like i was wearing a piece of children's clothing. i also ordered the matching pj pants but didn't even take them out of the package after seeing how rough and see through the mater,Sleep
-1,"I ordered these in m (5'8"" 140 lbs.) and they are tts: they fit well and are neither tight nor loose. the issue that i have with them (and the reason that i sent them back) is that the material  although comfortable  is completely transparent; if i were to try to run out to get the mail in these  the whole neighborhood would essentially see me bottomless! furthermore  these are not white but off-white (and quite a yellowy off-white  at that)  so these loungers don't look as cute with the feature",Sleep
-1,Much lower quality than other robes i have purchased,Sleep
